# Section: Parameters
Param,Value
p,0.500000
k,20
step_size,0.100000
num_nodes,1000
goal_cost,3.846126

# Section: Joint_Limits
joint,q_min,q_max
1,-2.897300,2.897300
2,-1.762800,1.762800
3,-2.897300,2.897300
4,-3.071800,-0.069800
5,-2.897300,2.897300

# Section: Start
q1,q2,q3,q4,q5
-1.500000,1.000000,1.000000,-0.500000,1.000000

# Section: Goal
q1,q2,q3,q4,q5
0.500000,1.000000,1.000000,-0.500000,1.000000

# Section: Obstacles
center_x,center_y,center_z,radius
0.300000,-0.170000,0.090000,0.200000

# Section: All_Edges
q1_src,q2_src,q3_src,q4_src,q5_src,q1_dst,q2_dst,q3_dst,q4_dst,q5_dst
-0.090405,0.566987,0.307122,-1.278177,1.644696,0.214640,1.198696,-0.931060,-0.943685,2.861281
-0.090405,0.566987,0.307122,-1.278177,1.644696,0.507763,1.130278,-0.624269,-1.728249,1.332768
-0.090405,0.566987,0.307122,-1.278177,1.644696,0.281816,1.668999,-0.355298,-1.448446,2.711698
0.281816,1.668999,-0.355298,-1.448446,2.711698,0.264148,1.698307,-0.286957,-1.530669,2.834821
0.693126,0.351247,0.036682,-2.019859,2.392770,1.680513,0.671839,0.123429,-2.811511,2.654916
0.601775,0.270110,0.340525,-1.957549,1.655188,1.372315,0.003667,0.421618,-2.659844,2.536073
0.601775,0.270110,0.340525,-1.957549,1.655188,1.270175,0.864623,0.083746,-2.078162,1.955393
0.601775,0.270110,0.340525,-1.957549,1.655188,1.856990,0.297278,0.049413,-2.115807,1.338136
1.856990,0.297278,0.049413,-2.115807,1.338136,2.894217,0.431449,-0.399898,-2.206730,0.602177
0.826171,0.914344,0.002580,-1.443624,2.616138,2.295097,1.224069,-1.071149,-2.242536,2.790988
0.826171,0.914344,0.002580,-1.443624,2.616138,2.093703,1.118505,0.073744,-1.755768,2.875641
0.826171,0.914344,0.002580,-1.443624,2.616138,1.084691,1.109837,-0.478683,-2.142174,2.537025
-0.168812,0.550188,0.345236,-1.009308,0.916025,0.618822,1.232091,0.238759,-0.658613,0.051487
0.618822,1.232091,0.238759,-0.658613,0.051487,1.273604,1.293661,-0.266860,-0.605861,0.316717
-0.135040,-0.372426,0.286336,-0.829679,1.248684,0.923412,0.037664,-0.132996,-0.565432,1.482759
0.923412,0.037664,-0.132996,-0.565432,1.482759,1.470485,0.430156,0.232244,-0.821458,1.318637
0.923412,0.037664,-0.132996,-0.565432,1.482759,1.603890,1.134002,-0.222959,-0.119916,1.661360
-1.239523,0.785393,2.580376,-0.318736,0.483422,0.041040,0.486187,2.811392,-0.766248,-0.380349
0.041040,0.486187,2.811392,-0.766248,-0.380349,0.190336,-0.101108,2.787768,-0.849184,-2.213502
-1.700516,0.828608,2.123437,-1.508112,0.980828,-2.531179,0.391841,2.803051,-1.988659,1.465150
-1.700516,0.828608,2.123437,-1.508112,0.980828,-1.502646,0.858845,1.450225,-2.119298,-0.094372
-1.700516,0.828608,2.123437,-1.508112,0.980828,-1.384745,1.324788,1.462242,-3.018829,0.098545
-2.487092,0.565465,1.791660,-1.051959,-0.016056,-2.666872,0.366915,2.360605,-2.354752,-0.175914
-2.487092,0.565465,1.791660,-1.051959,-0.016056,-1.683808,0.130741,1.374591,-1.188603,-0.163994
-2.087839,0.760599,2.739650,-0.120640,-0.034888,-0.886212,0.166541,2.849627,-1.077866,-1.742749
-2.663842,0.043064,1.045806,-0.274843,0.697503,-2.714695,-1.334068,0.771175,-0.372930,0.717045
-2.663842,0.043064,1.045806,-0.274843,0.697503,-2.259467,-0.411128,1.953719,-0.474186,0.595954
-2.141097,0.230645,-0.334625,-0.678572,1.299338,-2.604737,0.449467,-0.662824,-0.261126,0.243316
-2.141097,0.230645,-0.334625,-0.678572,1.299338,-1.781266,-1.356362,-0.453354,-0.684184,1.420051
-2.141097,0.230645,-0.334625,-0.678572,1.299338,-2.596555,-1.088992,-1.100484,-0.875162,0.814927
-2.141097,0.230645,-0.334625,-0.678572,1.299338,-1.196383,-0.824999,-0.968968,-1.398470,1.199571
-2.141097,0.230645,-0.334625,-0.678572,1.299338,-1.374937,-0.097841,-1.017944,-0.213464,1.875397
-2.141097,0.230645,-0.334625,-0.678572,1.299338,-1.975037,-0.514194,-0.466573,-1.898938,0.960923
-2.141097,0.230645,-0.334625,-0.678572,1.299338,-2.647145,-0.671272,-1.042390,-0.555065,0.893701
-1.196383,-0.824999,-0.968968,-1.398470,1.199571,-0.644543,-1.299492,-1.376304,-1.326991,1.264196
-1.732208,0.050067,1.368852,-1.761668,0.966376,-1.118911,-0.299777,1.232962,-1.912392,0.512851
-1.732208,0.050067,1.368852,-1.761668,0.966376,-1.156084,-0.614078,1.695044,-1.686541,1.337498
-1.732208,0.050067,1.368852,-1.761668,0.966376,-2.585213,-0.634397,1.467119,-2.263267,0.229213
-1.732208,0.050067,1.368852,-1.761668,0.966376,-1.260726,-0.385248,1.728785,-1.955258,-0.279898
-1.732208,0.050067,1.368852,-1.761668,0.966376,-1.088527,-0.355924,2.074387,-3.044691,0.512316
-1.732208,0.050067,1.368852,-1.761668,0.966376,-2.575555,0.241380,0.877973,-2.439034,0.327141
-1.732208,0.050067,1.368852,-1.761668,0.966376,-2.642104,0.681622,0.858968,-2.376897,1.050868
-1.732208,0.050067,1.368852,-1.761668,0.966376,-1.020895,0.568118,0.882143,-2.318058,0.871654
-1.732208,0.050067,1.368852,-1.761668,0.966376,-0.795288,0.164633,1.969123,-2.689088,1.739576
-1.732208,0.050067,1.368852,-1.761668,0.966376,-2.101682,-0.576980,0.502671,-2.762879,1.333512
-1.732208,0.050067,1.368852,-1.761668,0.966376,-1.414621,-0.327610,1.029593,-2.391144,0.590941
-1.732208,0.050067,1.368852,-1.761668,0.966376,-1.232851,0.039977,1.777122,-2.922107,0.599186
-1.732208,0.050067,1.368852,-1.761668,0.966376,-2.325459,0.281362,0.740920,-1.975386,0.205206
-1.732208,0.050067,1.368852,-1.761668,0.966376,-2.477832,-0.739078,2.214899,-2.630461,1.222048
-2.477832,-0.739078,2.214899,-2.630461,1.222048,-2.830706,-0.321615,2.457066,-2.735934,0.095173
-0.795288,0.164633,1.969123,-2.689088,1.739576,0.038665,-0.397556,2.355923,-3.023582,1.635070
-2.585213,-0.634397,1.467119,-2.263267,0.229213,-2.812889,-0.890567,2.122518,-2.577585,-0.491817
-1.118911,-0.299777,1.232962,-1.912392,0.512851,-1.713772,-1.703724,1.038387,-2.841942,-0.459157
-1.118911,-0.299777,1.232962,-1.912392,0.512851,-1.595819,-1.518992,1.897724,-2.307669,-0.156295
-1.901507,0.486099,1.396390,-1.480765,1.906526,-2.830774,-0.175869,2.764628,-2.762230,0.276893
-1.901507,0.486099,1.396390,-1.480765,1.906526,-2.812647,-0.492260,0.607503,-1.908671,2.106221
-1.901507,0.486099,1.396390,-1.480765,1.906526,-2.409022,-0.507358,1.045256,-2.248891,1.898747
-1.901507,0.486099,1.396390,-1.480765,1.906526,-2.235341,-0.862526,1.900492,-1.937062,2.788255
-1.901507,0.486099,1.396390,-1.480765,1.906526,-2.230018,0.310697,0.967499,-2.469260,2.202845
-1.901507,0.486099,1.396390,-1.480765,1.906526,-2.459615,0.415551,0.961079,-1.935020,2.633198
-1.901507,0.486099,1.396390,-1.480765,1.906526,-1.999087,0.579787,1.209908,-2.537805,2.251395
-1.177882,0.770094,2.630940,-0.906177,2.102747,-0.651341,-0.134160,2.848558,-0.157609,2.563041
-1.177882,0.770094,2.630940,-0.906177,2.102747,-1.141854,0.862351,2.691199,-0.916753,2.854568
-1.177882,0.770094,2.630940,-0.906177,2.102747,-1.562253,0.652946,2.792401,-0.997100,2.220450
-1.908846,1.579851,-0.317277,-0.703816,0.808958,-2.572014,1.243578,-1.590378,-1.940304,-0.221743
-1.908846,1.579851,-0.317277,-0.703816,0.808958,-2.517023,1.133526,-0.742673,-0.613805,-1.434113
-1.908846,1.579851,-0.317277,-0.703816,0.808958,-2.346506,1.151978,-2.621238,-0.890099,1.587177
-1.908846,1.579851,-0.317277,-0.703816,0.808958,-2.836494,1.392842,-2.033089,-0.712452,0.683366
-2.215600,0.845193,-1.044959,-0.104575,-0.084839,-1.717645,1.200299,-1.887919,-0.187537,-0.487283
-2.215600,0.845193,-1.044959,-0.104575,-0.084839,-2.271809,0.653287,-2.364945,-0.174481,-0.067251
-2.215600,0.845193,-1.044959,-0.104575,-0.084839,-2.708131,1.299365,-2.522465,-0.202415,-2.751612
-2.215600,0.845193,-1.044959,-0.104575,-0.084839,-1.572107,1.608802,-2.038668,-1.031791,-1.594151
-2.215600,0.845193,-1.044959,-0.104575,-0.084839,-2.633921,0.516855,-1.583426,-1.060362,-0.183514
-2.215600,0.845193,-1.044959,-0.104575,-0.084839,-2.190316,0.709997,-2.239956,-0.079079,-1.834267
-2.215600,0.845193,-1.044959,-0.104575,-0.084839,-1.768665,1.094587,-1.317399,-0.875651,-0.741012
-2.215600,0.845193,-1.044959,-0.104575,-0.084839,-1.311327,1.451908,-2.332282,-0.510106,-0.995744
-2.215600,0.845193,-1.044959,-0.104575,-0.084839,-2.288302,0.664228,-1.979131,-0.707194,-1.094967
-2.215600,0.845193,-1.044959,-0.104575,-0.084839,-2.834728,0.708685,-2.240947,-0.751613,-0.047123
-2.288302,0.664228,-1.979131,-0.707194,-1.094967,-2.686229,1.419202,-2.472522,-0.387465,-1.575170
-2.288302,0.664228,-1.979131,-0.707194,-1.094967,-2.777016,0.919780,-2.649641,-0.476114,-2.209709
-2.288302,0.664228,-1.979131,-0.707194,-1.094967,-2.884644,0.488904,-2.078849,-0.308074,-2.354735
-1.768665,1.094587,-1.317399,-0.875651,-0.741012,-0.938832,0.724476,-1.810787,-0.818503,-1.529794
-1.768665,1.094587,-1.317399,-0.875651,-0.741012,-2.280686,1.134370,-2.092030,-0.828413,-2.619658
-1.768665,1.094587,-1.317399,-0.875651,-0.741012,-1.298287,0.814450,-2.453304,-1.078373,-1.520735
-2.190316,0.709997,-2.239956,-0.079079,-1.834267,-2.063214,0.336200,-1.899988,-0.293382,-2.501331
-1.572107,1.608802,-2.038668,-1.031791,-1.594151,-1.179520,1.514773,-2.175215,-1.113067,-2.591810
-0.913324,-0.305259,1.496079,-0.840042,0.648650,-0.118314,0.296854,1.372292,-1.397458,0.501438
-0.913324,-0.305259,1.496079,-0.840042,0.648650,-0.453694,-1.296447,2.321156,-0.996752,1.061477
-0.913324,-0.305259,1.496079,-0.840042,0.648650,-1.948818,-0.797521,2.481929,-1.042501,-0.022901
-0.913324,-0.305259,1.496079,-0.840042,0.648650,-0.015901,-0.564881,2.156378,-1.436167,1.497470
-0.913324,-0.305259,1.496079,-0.840042,0.648650,-0.455200,-1.666992,2.701694,-2.689183,1.203471
-0.913324,-0.305259,1.496079,-0.840042,0.648650,-0.554892,-0.630796,1.447785,-1.832949,0.846569
-0.913324,-0.305259,1.496079,-0.840042,0.648650,0.611230,0.059195,1.391639,-1.178437,0.287448
-0.913324,-0.305259,1.496079,-0.840042,0.648650,-0.740548,-0.588652,2.230714,-1.921181,-0.037659
-0.913324,-0.305259,1.496079,-0.840042,0.648650,0.610819,-0.235640,1.589474,-0.512340,0.241324
-0.913324,-0.305259,1.496079,-0.840042,0.648650,-0.125537,-1.688688,1.852010,-0.595589,1.667351
-0.913324,-0.305259,1.496079,-0.840042,0.648650,-0.245834,-0.086780,1.639873,-0.819840,-0.250224
-0.913324,-0.305259,1.496079,-0.840042,0.648650,0.052936,-1.271615,2.122139,-0.455299,-0.473153
-0.913324,-0.305259,1.496079,-0.840042,0.648650,0.227097,-0.863443,1.552236,-0.814913,0.512044
-0.913324,-0.305259,1.496079,-0.840042,0.648650,-0.832974,-1.138011,1.130641,-1.221846,-0.099212
-0.832974,-1.138011,1.130641,-1.221846,-0.099212,-0.882986,-1.650669,0.282286,-1.467461,-0.834472
0.227097,-0.863443,1.552236,-0.814913,0.512044,0.611222,-0.677316,1.955856,-1.227114,0.470495
0.227097,-0.863443,1.552236,-0.814913,0.512044,1.424527,-1.056414,2.133124,-0.925598,0.363613
0.227097,-0.863443,1.552236,-0.814913,0.512044,0.788476,-0.983419,2.772121,-0.825728,0.335005
0.227097,-0.863443,1.552236,-0.814913,0.512044,1.555962,-1.364020,1.712364,-0.313929,0.582992
0.227097,-0.863443,1.552236,-0.814913,0.512044,0.380949,-1.708821,1.625807,-1.986255,-0.542267
0.227097,-0.863443,1.552236,-0.814913,0.512044,0.952770,-0.166569,1.944321,-0.185039,1.593989
0.227097,-0.863443,1.552236,-0.814913,0.512044,0.860237,-0.424485,1.477973,-1.053475,0.180798
1.424527,-1.056414,2.133124,-0.925598,0.363613,2.619713,-0.557518,2.815038,-0.554296,1.788043
0.611222,-0.677316,1.955856,-1.227114,0.470495,1.946974,-0.931491,1.599311,-1.855059,0.590211
0.611222,-0.677316,1.955856,-1.227114,0.470495,1.770843,-0.706288,2.677697,-1.463825,0.685448
0.611222,-0.677316,1.955856,-1.227114,0.470495,1.373688,-1.515650,2.112371,-1.572101,-0.356321
1.373688,-1.515650,2.112371,-1.572101,-0.356321,2.055365,-1.180010,2.052800,-1.598523,-0.541466
1.373688,-1.515650,2.112371,-1.572101,-0.356321,1.908655,-1.091748,2.417626,-1.410017,-1.163370
1.373688,-1.515650,2.112371,-1.572101,-0.356321,2.189728,-0.644495,2.137632,-1.944032,-1.177061
0.052936,-1.271615,2.122139,-0.455299,-0.473153,0.867879,-1.593363,2.602620,-0.409985,-1.385526
0.052936,-1.271615,2.122139,-0.455299,-0.473153,0.642774,-1.758329,2.283114,-1.505621,-1.375234
0.642774,-1.758329,2.283114,-1.505621,-1.375234,1.485355,-1.474874,2.458574,-2.093678,-2.156897
0.867879,-1.593363,2.602620,-0.409985,-1.385526,1.420717,-1.493304,2.293990,-0.688424,-1.979992
-0.245834,-0.086780,1.639873,-0.819840,-0.250224,0.572886,0.686734,2.204659,-1.197489,-1.184221
-0.245834,-0.086780,1.639873,-0.819840,-0.250224,0.043512,-0.348144,2.057537,-1.775181,-0.660010
0.572886,0.686734,2.204659,-1.197489,-1.184221,0.915254,0.801993,1.660186,-2.340188,-1.124762
0.610819,-0.235640,1.589474,-0.512340,0.241324,1.110908,0.121091,1.448133,-0.330476,0.493407
0.610819,-0.235640,1.589474,-0.512340,0.241324,0.939374,0.154347,2.112090,-0.868602,0.123195
0.610819,-0.235640,1.589474,-0.512340,0.241324,1.261112,-0.352894,2.762432,-0.600632,0.130269
0.610819,-0.235640,1.589474,-0.512340,0.241324,1.252671,0.349138,1.893669,-0.192657,-0.912509
0.610819,-0.235640,1.589474,-0.512340,0.241324,1.573304,0.535542,1.926225,-0.143430,-0.149708
0.610819,-0.235640,1.589474,-0.512340,0.241324,1.488793,0.666765,2.107154,-0.079379,-0.423827
1.488793,0.666765,2.107154,-0.079379,-0.423827,1.501201,0.386515,2.294898,-0.616084,-1.432346
1.573304,0.535542,1.926225,-0.143430,-0.149708,1.889266,0.702706,1.967040,-0.124440,0.703143
1.573304,0.535542,1.926225,-0.143430,-0.149708,2.058282,0.363364,1.943554,-0.716969,-0.712820
1.252671,0.349138,1.893669,-0.192657,-0.912509,1.465157,0.820968,2.179885,-0.902001,-1.553872
1.252671,0.349138,1.893669,-0.192657,-0.912509,2.236264,0.969288,1.363187,-0.678195,-1.336131
1.252671,0.349138,1.893669,-0.192657,-0.912509,2.710366,-0.629172,2.887067,-0.081317,-1.789312
0.939374,0.154347,2.112090,-0.868602,0.123195,2.074207,0.814968,2.588773,-0.725390,-1.079496
0.939374,0.154347,2.112090,-0.868602,0.123195,1.950062,0.720405,2.483547,-0.854092,-1.122600
1.950062,0.720405,2.483547,-0.854092,-1.122600,2.520031,0.483310,2.310120,-1.701360,-2.031377
1.950062,0.720405,2.483547,-0.854092,-1.122600,2.682656,0.379656,2.801036,-0.546796,-2.688893
1.110908,0.121091,1.448133,-0.330476,0.493407,2.576660,0.387610,2.459938,-0.712790,0.521212
1.110908,0.121091,1.448133,-0.330476,0.493407,2.419495,0.979451,1.867826,-0.361703,0.144285
1.110908,0.121091,1.448133,-0.330476,0.493407,2.517987,0.797002,2.420825,-0.344942,0.605965
1.110908,0.121091,1.448133,-0.330476,0.493407,2.214729,-0.233084,1.434726,-0.070546,1.303386
-0.740548,-0.588652,2.230714,-1.921181,-0.037659,-0.142509,0.473628,2.894207,-2.757166,-0.008282
-0.740548,-0.588652,2.230714,-1.921181,-0.037659,0.326398,-1.660010,2.359845,-2.602636,-1.621974
-0.740548,-0.588652,2.230714,-1.921181,-0.037659,-1.288029,-1.636125,2.473809,-2.430278,-0.463544
-0.740548,-0.588652,2.230714,-1.921181,-0.037659,0.308798,0.072096,2.865905,-2.465871,-1.401691
-0.740548,-0.588652,2.230714,-1.921181,-0.037659,0.254807,-0.946274,2.021874,-1.879191,-1.474432
-0.740548,-0.588652,2.230714,-1.921181,-0.037659,-0.812464,-0.332069,2.726003,-2.734417,-1.341421
