# Section: Parameters
Param,Value
p,0.500000
k,20
step_size,0.100000
num_nodes,1000
goal_cost,1.500000
xy_min,-2.000000
xy_max,2.000000

# Section: Start
x,y
0.000000,0.000000

# Section: Goal
x,y
0.000000,-1.500000

# Section: Obstacles
center_x,center_y,radius

# Section: All_Edges
x1,y1,x2,y2
0.118647,1.260218,0.136969,1.530134
-0.075648,-0.011952,-0.410484,-0.080412
-0.410484,-0.080412,-0.464611,-0.136749
-0.410484,-0.080412,-0.523078,-0.182928
-0.410484,-0.080412,-0.602452,-0.127073
-0.410484,-0.080412,-0.628293,-0.104120
-0.410484,-0.080412,-0.683930,-0.119270
-0.410484,-0.080412,-0.678990,-0.262193
0.110591,0.137824,0.212006,0.389903
0.110591,0.137824,0.353651,0.394856
0.353651,0.394856,0.407422,0.530162
0.353651,0.394856,0.578187,0.600669
0.353651,0.394856,0.472207,0.532758
0.472207,0.532758,0.580413,0.675696
0.472207,0.532758,0.586660,0.772701
0.407422,0.530162,0.511800,0.697215
0.511800,0.697215,0.571702,0.815785
0.511800,0.697215,0.646621,0.951423
0.511800,0.697215,0.702760,0.940864
0.702760,0.940864,0.719379,0.959635
0.702760,0.940864,0.827922,1.114288
0.702760,0.940864,0.897270,1.168375
0.571702,0.815785,0.713515,1.025059
0.713515,1.025059,0.883252,1.221260
-0.054570,-0.364179,-0.103051,-0.622465
-0.054570,-0.364179,-0.107160,-0.748581
-0.054570,-0.364179,-0.018192,-0.454604
-0.107160,-0.748581,-0.070574,-1.158602
-0.070574,-1.158602,-0.083267,-1.221767
-0.070574,-1.158602,-0.073461,-1.292451
-0.073461,-1.292451,-0.102656,-1.544173
-0.102656,-1.544173,-0.161274,-1.696266
0.009153,0.159443,0.083073,0.465999
0.083073,0.465999,0.157510,0.735855
0.157510,0.735855,0.224727,1.026543
-0.171999,0.415831,-0.380806,0.616303
-0.434072,0.127430,-0.633747,0.149054
-0.434072,0.127430,-0.573072,0.134048
-0.434072,0.127430,-0.505961,0.105997
-0.434072,0.127430,-0.583055,0.102019
-0.633747,0.149054,-0.920355,0.159371
-0.920355,0.159371,-0.966274,0.176066
-0.107335,0.424408,-0.192206,0.855130
-0.107335,0.424408,-0.204890,0.677562
-0.204890,0.677562,-0.245571,0.899306
-0.192206,0.855130,-0.292844,1.199128
-0.292844,1.199128,-0.341982,1.454073
-0.292844,1.199128,-0.353355,1.497270
-0.292844,1.199128,-0.333960,1.533121
-0.292844,1.199128,-0.271037,1.360486
-0.292844,1.199128,-0.336371,1.384981
-0.292844,1.199128,-0.214525,1.456865
-0.292844,1.199128,-0.390692,1.497050
-0.390692,1.497050,-0.464144,1.730360
-0.336371,1.384981,-0.365927,1.731752
-0.271037,1.360486,-0.247311,1.605503
-0.247311,1.605503,-0.267013,1.937406
-0.247311,1.605503,-0.259278,1.749413
-0.259278,1.749413,-0.206303,1.977830
-0.353355,1.497270,-0.404656,1.690492
-0.404656,1.690492,-0.451685,1.855289
-0.341982,1.454073,-0.413403,1.816348
0.194412,0.195688,0.466418,0.451777
0.194412,0.195688,0.298350,0.266301
-0.538573,-0.048761,-1.022587,-0.007009
-1.022587,-0.007009,-1.385368,-0.185225
-1.022587,-0.007009,-1.258165,-0.151611
-1.022587,-0.007009,-1.416974,-0.202265
-1.022587,-0.007009,-1.152979,-0.061594
-0.081672,0.336798,-0.082884,0.462968
0.194861,0.137694,0.393771,0.262033
0.194861,0.137694,0.232561,0.159623
0.194861,0.137694,0.439327,0.253756
-0.159523,0.339064,-0.458414,0.726455
-0.159523,0.339064,-0.354584,0.798049
-0.159523,0.339064,-0.398798,0.790670
-0.398798,0.790670,-0.493044,0.998313
-0.398798,0.790670,-0.534125,0.976682
-0.398798,0.790670,-0.482777,0.976999
-0.398798,0.790670,-0.615934,1.103219
-0.615934,1.103219,-0.705998,1.337213
-0.482777,0.976999,-0.656537,1.300429
-0.482777,0.976999,-0.512666,1.275143
-0.482777,0.976999,-0.635640,1.274828
-0.635640,1.274828,-0.727554,1.465755
-0.635640,1.274828,-0.732310,1.517075
-0.732310,1.517075,-0.804656,1.740807
-0.534125,0.976682,-0.881759,1.533976
-0.881759,1.533976,-0.932876,1.906460
-0.881759,1.533976,-1.045240,1.720361
-0.881759,1.533976,-1.061755,1.853387
-0.881759,1.533976,-1.105542,1.829292
-0.881759,1.533976,-1.088630,1.903963
0.189785,-0.196358,0.587393,-0.446926
0.189785,-0.196358,0.483223,-0.610346
0.189785,-0.196358,0.499904,-0.489096
0.189785,-0.196358,0.377583,-0.465551
0.189785,-0.196358,0.383003,-0.395248
0.499904,-0.489096,0.883760,-0.767757
0.883760,-0.767757,1.368092,-1.222480
0.883760,-0.767757,1.567588,-1.413581
0.883760,-0.767757,1.354330,-1.179690
0.883760,-0.767757,1.121983,-0.889651
0.883760,-0.767757,1.012985,-0.910793
0.883760,-0.767757,1.191957,-0.964069
0.883760,-0.767757,0.940851,-0.874436
0.883760,-0.767757,1.187191,-0.823328
0.883760,-0.767757,1.074399,-1.025373
0.883760,-0.767757,1.130784,-0.938450
0.883760,-0.767757,1.012749,-0.922675
1.130784,-0.938450,1.279788,-1.085499
1.187191,-0.823328,1.301144,-0.881186
0.940851,-0.874436,1.121599,-1.131164
1.121599,-1.131164,1.173629,-1.259086
1.191957,-0.964069,1.444272,-1.121958
1.191957,-0.964069,1.343992,-1.056832
1.444272,-1.121958,1.789192,-1.334490
1.012985,-0.910793,1.300531,-1.254380
1.354330,-1.179690,1.777639,-1.435673
1.777639,-1.435673,1.824889,-1.467420
1.567588,-1.413581,1.777215,-1.591226
1.368092,-1.222480,1.642745,-1.508757
1.368092,-1.222480,1.965901,-1.753932
1.368092,-1.222480,1.806200,-1.503120
0.483223,-0.610346,0.783138,-1.085800
0.783138,-1.085800,1.071118,-1.650839
0.783138,-1.085800,0.923318,-1.375345
0.923318,-1.375345,1.061425,-1.588074
0.923318,-1.375345,1.083944,-1.727001
0.923318,-1.375345,1.074077,-1.547561
1.074077,-1.547561,1.223460,-1.777386
1.223460,-1.777386,1.405795,-1.998670
1.223460,-1.777386,1.330722,-1.955874
1.061425,-1.588074,1.408774,-1.858311
1.071118,-1.650839,1.287226,-1.995053
0.587393,-0.446926,0.751536,-0.498960
0.359824,-0.079816,0.584360,-0.002665
0.359824,-0.079816,0.550213,-0.015334
-0.007339,-0.095157,-0.093218,-0.422539
-0.093218,-0.422539,-0.231902,-0.676443
-0.093218,-0.422539,-0.230805,-0.752192
-0.093218,-0.422539,-0.214591,-0.665722
-0.093218,-0.422539,-0.100454,-0.469895
0.113480,-0.254657,0.309945,-0.578550
0.113480,-0.254657,0.200368,-0.445389
0.200368,-0.445389,0.308741,-0.605705
0.308741,-0.605705,0.411128,-0.916169
0.411128,-0.916169,0.517195,-1.204575
0.411128,-0.916169,0.544283,-1.115747
0.517195,-1.204575,0.665228,-1.512952
0.665228,-1.512952,0.686234,-1.628283
0.665228,-1.512952,0.781644,-1.698262
0.665228,-1.512952,0.754000,-1.767226
0.665228,-1.512952,0.782857,-1.804866
0.781644,-1.698262,0.811774,-1.788784
0.811774,-1.788784,0.898067,-1.936716
0.811774,-1.788784,0.929087,-1.986615
0.686234,-1.628283,0.743871,-1.930481
0.309945,-0.578550,0.545330,-0.998153
0.309945,-0.578550,0.412878,-0.651091
0.412878,-0.651091,0.551843,-0.972465
0.545330,-0.998153,0.774870,-1.333077
0.545330,-0.998153,0.720528,-1.076683
0.774870,-1.333077,1.018541,-1.588336
-0.073332,-0.488050,-0.130757,-0.811988
-0.130757,-0.811988,-0.199502,-1.092141
-0.199502,-1.092141,-0.304221,-1.388065
-0.199502,-1.092141,-0.264798,-1.356607
-0.264798,-1.356607,-0.313184,-1.470895
-0.313184,-1.470895,-0.463638,-1.853072
-0.313184,-1.470895,-0.347875,-1.723469
-0.304221,-1.388065,-0.406850,-1.633203
0.707080,-0.069916,1.212559,-0.118797
0.707080,-0.069916,1.353923,-0.295634
0.707080,-0.069916,1.185887,-0.162613
0.707080,-0.069916,0.856256,-0.024074
0.707080,-0.069916,1.070896,0.019380
0.856256,-0.024074,1.135330,-0.076385
1.135330,-0.076385,1.514516,-0.018306
1.514516,-0.018306,1.733745,0.004160
1.185887,-0.162613,1.660855,-0.230591
1.185887,-0.162613,1.762127,-0.333444
1.185887,-0.162613,1.348316,-0.251226
1.348316,-0.251226,1.671010,-0.301890
1.212559,-0.118797,1.691841,-0.137200
1.212559,-0.118797,1.589745,-0.146477
1.212559,-0.118797,1.440507,-0.170272
1.212559,-0.118797,1.367882,-0.118724
1.440507,-0.170272,1.557564,-0.197521
1.589745,-0.146477,1.861007,-0.170939
1.589745,-0.146477,1.953101,-0.226908
1.691841,-0.137200,1.941469,-0.115738
1.691841,-0.137200,1.845261,-0.138120
-0.306116,0.274081,-0.482566,0.422153
-0.482566,0.422153,-0.686475,0.520835
-0.482566,0.422153,-0.711568,0.545963
-0.711568,0.545963,-0.812523,0.596299
-0.614783,-0.141305,-0.813959,-0.320877
-0.614783,-0.141305,-1.141644,-0.490964
-0.614783,-0.141305,-1.047055,-0.489084
-0.614783,-0.141305,-1.109694,-0.413394
-0.614783,-0.141305,-0.985271,-0.379192
-0.614783,-0.141305,-1.049974,-0.399108
-0.614783,-0.141305,-0.880946,-0.355173
-0.614783,-0.141305,-0.810580,-0.278651
-0.810580,-0.278651,-1.117755,-0.326401
-0.880946,-0.355173,-1.097835,-0.492343
-1.049974,-0.399108,-1.485006,-0.679602
-1.485006,-0.679602,-1.698615,-0.777212
-1.485006,-0.679602,-1.587625,-0.741614
-1.587625,-0.741614,-1.854849,-0.897121
-1.109694,-0.413394,-1.519341,-0.632481
-1.109694,-0.413394,-1.562130,-0.433479
-1.109694,-0.413394,-1.274723,-0.449306
-1.274723,-0.449306,-1.619953,-0.496028
-1.562130,-0.433479,-1.997918,-0.589725
-1.562130,-0.433479,-1.790645,-0.486094
-1.519341,-0.632481,-1.864483,-0.754107
-1.519341,-0.632481,-1.663607,-0.694266
-1.519341,-0.632481,-1.784567,-0.719761
-1.663607,-0.694266,-1.844661,-0.786938
-0.813959,-0.320877,-0.989889,-0.562997
-0.989889,-0.562997,-1.262149,-0.801616
-0.989889,-0.562997,-1.090571,-0.633302
0.628445,-0.257308,0.787700,-0.463193
0.628445,-0.257308,1.028325,-0.488598
0.628445,-0.257308,1.084987,-0.502259
0.628445,-0.257308,1.095338,-0.548968
0.628445,-0.257308,0.795383,-0.389800
0.628445,-0.257308,0.870543,-0.400379
1.095338,-0.548968,1.325486,-0.768891
1.095338,-0.548968,1.303683,-0.806502
1.095338,-0.548968,1.274940,-0.709888
1.095338,-0.548968,1.317330,-0.729874
1.317330,-0.729874,1.504421,-0.888989
1.504421,-0.888989,1.650998,-1.007094
1.504421,-0.888989,1.676463,-0.988039
1.504421,-0.888989,1.721276,-0.987766
1.650998,-1.007094,1.909866,-1.196564
1.325486,-0.768891,1.963718,-1.179993
1.084987,-0.502259,1.287163,-0.619669
1.084987,-0.502259,1.631465,-0.735214
1.084987,-0.502259,1.322618,-0.619231
1.287163,-0.619669,1.511565,-0.731217
1.511565,-0.731217,1.894655,-0.864316
1.028325,-0.488598,1.641885,-0.808162
0.553082,0.066785,0.861964,0.084937
0.553082,0.066785,0.551941,0.060701
0.861964,0.084937,1.215908,0.153606
1.215908,0.153606,1.442528,0.140279
1.215908,0.153606,1.549842,0.226886
1.215908,0.153606,1.589722,0.106314
1.215908,0.153606,1.531625,0.064316
1.215908,0.153606,1.416839,0.108096
1.549842,0.226886,1.626055,0.285276
1.442528,0.140279,1.718424,0.129041
1.718424,0.129041,1.870322,0.191888
0.148330,-0.693395,0.264149,-1.365414
0.148330,-0.693395,0.214812,-1.149088
0.148330,-0.693395,0.141342,-1.067134
0.148330,-0.693395,0.106495,-1.015721
0.141342,-1.067134,0.172931,-1.363017
0.172931,-1.363017,0.128980,-1.497034
0.214812,-1.149088,0.206352,-1.340663
0.214812,-1.149088,0.276326,-1.745953
0.214812,-1.149088,0.239377,-1.536625
0.214812,-1.149088,0.231253,-1.277622
0.239377,-1.536625,0.283618,-1.926529
0.264149,-1.365414,0.348273,-1.868613
0.264149,-1.365414,0.323728,-1.641495
0.264149,-1.365414,0.321900,-1.644930
0.348273,-1.868613,0.352234,-1.882422
-0.246103,0.688105,-0.421234,1.376853
-0.246103,0.688105,-0.354980,1.110409
-0.246103,0.688105,-0.428042,1.316657
-0.428042,1.316657,-0.580379,1.827204
-0.580379,1.827204,-0.584514,1.834509
-0.354980,1.110409,-0.510869,1.760534
-0.354980,1.110409,-0.576034,1.576869
-0.576034,1.576869,-0.822024,1.983325
-0.576034,1.576869,-0.678606,1.734767
-0.576034,1.576869,-0.683795,1.726358
-0.678606,1.734767,-0.796588,1.924945
-0.421234,1.376853,-0.556910,1.623564
-0.058881,-0.509253,-0.024425,-1.284709
-0.024425,-1.284709,-0.089140,-1.668435
-0.024425,-1.284709,-0.046423,-1.397296
-0.024425,-1.284709,0.008201,-1.501144
-0.089140,-1.668435,-0.093293,-1.822493
-0.089140,-1.668435,-0.105704,-1.768318
-0.089140,-1.668435,-0.111758,-1.946389
-0.003226,0.288017,-0.015850,0.771561
-0.003226,0.288017,0.183663,0.823326
-0.015850,0.771561,0.071005,1.350840
-0.015850,0.771561,-0.037005,0.891584
-0.015850,0.771561,0.049831,0.966748
-0.015850,0.771561,0.040439,0.893619
0.071005,1.350840,-0.078520,1.941144
0.071005,1.350840,0.060944,1.892441
0.071005,1.350840,0.146363,1.696167
0.071005,1.350840,0.024416,1.728057
0.071005,1.350840,-0.076652,1.673819
0.071005,1.350840,-0.075752,1.539993
0.071005,1.350840,0.085041,1.472643
0.071005,1.350840,-0.086979,1.583258
0.085041,1.472643,0.130410,1.848488
0.085041,1.472643,-0.055938,1.681189
-0.076652,1.673819,-0.152229,1.961365
0.024416,1.728057,-0.035255,1.985343
-0.262423,-0.599686,-0.435321,-0.908162
0.170161,0.035256,0.835644,0.211280
0.170161,0.035256,0.766858,0.137385
0.170161,0.035256,0.389096,0.100126
0.389096,0.100126,0.648448,0.175116
0.648448,0.175116,0.965844,0.292603
0.766858,0.137385,1.079779,0.226548
0.835644,0.211280,0.947290,0.230969
0.947290,0.230969,1.346259,0.349814
1.346259,0.349814,1.598590,0.430221
1.346259,0.349814,1.630775,0.367555
1.346259,0.349814,1.612604,0.469055
1.346259,0.349814,1.536796,0.403194
1.346259,0.349814,1.584885,0.379107
1.346259,0.349814,1.458745,0.433946
1.630775,0.367555,1.954915,0.412790
1.598590,0.430221,1.789402,0.501219
1.598590,0.430221,1.846663,0.539840
-0.778545,-0.057545,-1.397130,0.032795
-0.778545,-0.057545,-1.716236,-0.412865
-0.778545,-0.057545,-1.835730,-0.404716
-0.778545,-0.057545,-1.271571,-0.060887
-0.778545,-0.057545,-1.043779,0.038897
-1.271571,-0.060887,-1.459995,-0.064980
-1.271571,-0.060887,-1.849613,-0.080875
-1.271571,-0.060887,-1.364247,-0.125842
-1.271571,-0.060887,-1.401677,-0.141606
-1.397130,0.032795,-1.857717,0.034317
-1.397130,0.032795,-1.669529,0.058630
0.675953,0.322747,1.281707,0.605939
0.675953,0.322747,0.864716,0.396117
0.675953,0.322747,0.819702,0.393144
0.819702,0.393144,1.017014,0.477991
1.017014,0.477991,1.307356,0.667886
0.864716,0.396117,1.203079,0.519112
0.864716,0.396117,1.133691,0.449032
1.281707,0.605939,1.878147,0.858380
1.281707,0.605939,1.602289,0.764887
1.281707,0.605939,1.327452,0.678410
1.602289,0.764887,1.871976,0.843810
1.602289,0.764887,1.898799,0.887551
-1.163714,0.165792,-1.889533,0.315460
-1.163714,0.165792,-1.543048,0.263106
-0.208867,0.211572,-0.653783,0.622891
-0.208867,0.211572,-0.417939,0.424755
-0.208867,0.211572,-0.379917,0.371674
-0.379917,0.371674,-0.458496,0.573461
-0.417939,0.424755,-0.579583,0.595291
-0.579583,0.595291,-0.823821,0.856237
-0.653783,0.622891,-1.055534,1.039822
-0.653783,0.622891,-1.201972,0.944989
-0.653783,0.622891,-0.975938,0.904382
-0.653783,0.622891,-0.934006,0.928738
-0.975938,0.904382,-1.304986,1.083416
-1.304986,1.083416,-1.669966,1.298056
-1.304986,1.083416,-1.651844,1.262995
-1.055534,1.039822,-1.254716,1.349963
-1.055534,1.039822,-1.177681,1.151160
-1.055534,1.039822,-1.351944,1.366119
-1.351944,1.366119,-1.562125,1.577920
-1.351944,1.366119,-1.491201,1.458642
-1.177681,1.151160,-1.508892,1.505776
0.785217,0.849082,1.053458,1.227652
0.785217,0.849082,1.068779,1.291161
0.785217,0.849082,1.002008,1.198149
0.785217,0.849082,1.014795,1.155228
0.785217,0.849082,0.897141,0.996647
0.785217,0.849082,1.032740,0.973695
0.785217,0.849082,0.998182,1.034706
0.785217,0.849082,1.066354,0.934463
0.897141,0.996647,1.126058,1.311764
1.014795,1.155228,1.124682,1.300529
1.124682,1.300529,1.323509,1.458435
1.124682,1.300529,1.347856,1.467475
1.347856,1.467475,1.614896,1.956740
1.347856,1.467475,1.647344,1.870045
1.068779,1.291161,1.385631,1.820945
1.385631,1.820945,1.472217,1.852947
1.053458,1.227652,1.359155,1.467975
-1.124943,0.232408,-1.270864,0.255860
-1.124943,0.232408,-1.188255,0.262200
-1.270864,0.255860,-1.823338,0.353055
-1.270864,0.255860,-1.556768,0.394126
-1.823338,0.353055,-1.995073,0.393309
-1.823338,0.353055,-1.929249,0.410213
0.769744,-0.922351,0.820337,-1.005103
0.769744,-0.922351,0.983348,-1.198563
0.983348,-1.198563,1.274718,-1.486205
0.820337,-1.005103,1.019351,-1.318088
1.019351,-1.318088,1.066625,-1.401184
1.019351,-1.318088,1.177158,-1.573203
1.019351,-1.318088,1.106895,-1.511860
1.177158,-1.573203,1.431945,-1.963878
1.431945,-1.963878,1.516286,-1.979419
1.066625,-1.401184,1.208522,-1.578530
1.208522,-1.578530,1.362840,-1.643183
1.208522,-1.578530,1.403270,-1.648449
1.208522,-1.578530,1.369256,-1.793458
-0.911471,0.590760,-1.164325,0.684574
-0.911471,0.590760,-1.635992,0.905588
-0.911471,0.590760,-1.279731,0.786006
-0.911471,0.590760,-1.193078,0.738286
-0.911471,0.590760,-0.978774,0.646529
-0.911471,0.590760,-1.026088,0.606843
-1.193078,0.738286,-1.517910,0.924095
-1.193078,0.738286,-1.288934,0.766472
-1.279731,0.786006,-1.580523,0.949621
-1.279731,0.786006,-1.510493,0.942022
-1.164325,0.684574,-1.404001,0.781663
-1.164325,0.684574,-1.286990,0.743645
-0.173862,-1.126238,-0.384655,-1.740431
-0.173862,-1.126238,-0.355852,-1.867797
-0.173862,-1.126238,-0.172565,-1.238701
-0.172565,-1.238701,-0.251338,-1.610426
1.521871,0.497416,1.598670,0.496406
1.521871,0.497416,1.642496,0.499045
1.521871,0.497416,1.818640,0.618772
0.395462,0.779140,0.783251,1.433435
0.395462,0.779140,0.801431,1.386645
